requirementId,conformanceClass,resourceClass,property,obligation,minCount,maxCount,range,controlledVocabulary,severity,messages,remediation,sourceStandard,sourceClause,localRationale,shapeId,positiveFixtureId,negativeFixtureId
UPSTREAM-DCATAP-49B59CD800213720F36F,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/2004/02/skos/core#Concept""]",http://www.w3.org/2004/02/skos/core#prefLabel,MUST,,,"[""http://www.w3.org/ns/shacl#Literal""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://www.w3.org/2004/02/skos/core#prefLabel> 값을 <http://www.w3.org/ns/shacl#Literal> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Concept.preferredlabel""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#skos:ConceptShape/6cd0f0f5e19a1c8dce362ecbe8a196575b9cd85f,UPSTREAM-POS-UPSTREAM-DCATAP-49B59CD800213720F36F,UPSTREAM-NEG-UPSTREAM-DCATAP-49B59CD800213720F36F
UPSTREAM-DCATAP-49F58888FEE23C416573,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Dataset""]",http://purl.org/dc/terms/accessRights,MUST,,,"[""http://purl.org/dc/terms/RightsStatement""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:class 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/accessRights>의 모든 값에 rdf:type <http://purl.org/dc/terms/RightsStatement>를 명시한다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Dataset.accessrights""]",DCAT-AP 3.0.1의 sh:class 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DatasetShape/ee60fdd4b8581460f5fc4077813b8bb3e3d77441,UPSTREAM-POS-UPSTREAM-DCATAP-49F58888FEE23C416573,UPSTREAM-NEG-UPSTREAM-DCATAP-49F58888FEE23C416573
UPSTREAM-DCATAP-4BD846FC994C57CAE961,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Relationship""]",http://www.w3.org/ns/dcat#hadRole,MUST,,,"[""http://www.w3.org/ns/shacl#BlankNodeOrIRI""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://www.w3.org/ns/dcat#hadRole> 값을 <http://www.w3.org/ns/shacl#BlankNodeOrIRI> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Relationship.hadrole""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:RelationshipShape/5945770a55865eb52bf4cbcac7847889d16a2926,UPSTREAM-POS-UPSTREAM-DCATAP-4BD846FC994C57CAE961,UPSTREAM-NEG-UPSTREAM-DCATAP-4BD846FC994C57CAE961
UPSTREAM-DCATAP-4C356F94D69B54316893,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Catalog""]",http://purl.org/dc/terms/issued,MUST,,1,[],[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:maxCount 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/issued> 값을 1개 이하로 줄인다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Catalogue.releasedate""]",DCAT-AP 3.0.1의 sh:maxCount 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:CatalogShape/b362d2bdbbe8ba1c689e5554cca2bcbd295546de,UPSTREAM-POS-UPSTREAM-DCATAP-4C356F94D69B54316893,UPSTREAM-NEG-UPSTREAM-DCATAP-4C356F94D69B54316893
UPSTREAM-DCATAP-4DD45B7D45DC077B1C4D,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://spdx.org/rdf/terms#Checksum""]",http://spdx.org/rdf/terms#algorithm,MUST,,,"[""http://www.w3.org/ns/shacl#BlankNodeOrIRI""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://spdx.org/rdf/terms#algorithm> 값을 <http://www.w3.org/ns/shacl#BlankNodeOrIRI> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Checksum.algorithm""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#spdx:ChecksumShape/9ab7a34ae99cd75fd914a221bacfffd1bb9cde4c,UPSTREAM-POS-UPSTREAM-DCATAP-4DD45B7D45DC077B1C4D,UPSTREAM-NEG-UPSTREAM-DCATAP-4DD45B7D45DC077B1C4D
UPSTREAM-DCATAP-4E4FA87F88EAC09270BE,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Distribution""]",http://www.w3.org/ns/odrl/2/hasPolicy,MUST,,,"[""http://www.w3.org/ns/shacl#BlankNodeOrIRI""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://www.w3.org/ns/odrl/2/hasPolicy> 값을 <http://www.w3.org/ns/shacl#BlankNodeOrIRI> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Distribution.haspolicy""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DistributionShape/f64ea9c4b32a8afd45dc2afdcea6722b56707974,UPSTREAM-POS-UPSTREAM-DCATAP-4E4FA87F88EAC09270BE,UPSTREAM-NEG-UPSTREAM-DCATAP-4E4FA87F88EAC09270BE
UPSTREAM-DCATAP-4EEA4AAB41BA06B5D304,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Distribution""]",http://www.w3.org/ns/dcat#accessService,MUST,,,"[""http://www.w3.org/ns/shacl#BlankNodeOrIRI""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://www.w3.org/ns/dcat#accessService> 값을 <http://www.w3.org/ns/shacl#BlankNodeOrIRI> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Distribution.accessservice""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DistributionShape/23d4c038584493decec780192681ef61694bff7c,UPSTREAM-POS-UPSTREAM-DCATAP-4EEA4AAB41BA06B5D304,UPSTREAM-NEG-UPSTREAM-DCATAP-4EEA4AAB41BA06B5D304
UPSTREAM-DCATAP-4F318A4D75A29AE27ACF,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Dataset""]",http://www.w3.org/ns/adms#sample,MUST,,,"[""http://www.w3.org/ns/shacl#BlankNodeOrIRI""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://www.w3.org/ns/adms#sample> 값을 <http://www.w3.org/ns/shacl#BlankNodeOrIRI> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Dataset.sample""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DatasetShape/34ba47520d520f97bbcdea3c6fd3dc176d312689,UPSTREAM-POS-UPSTREAM-DCATAP-4F318A4D75A29AE27ACF,UPSTREAM-NEG-UPSTREAM-DCATAP-4F318A4D75A29AE27ACF
UPSTREAM-DCATAP-5070DA6007DEB43BB96C,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#DatasetSeries""]",http://purl.org/dc/terms/temporal,MUST,,,"[""http://www.w3.org/ns/shacl#BlankNodeOrIRI""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/temporal> 값을 <http://www.w3.org/ns/shacl#BlankNodeOrIRI> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#DatasetSeries.temporalcoverage""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DatasetSeriesShape/81d9e81dce75ad228913796fb0f52470b14df56b,UPSTREAM-POS-UPSTREAM-DCATAP-5070DA6007DEB43BB96C,UPSTREAM-NEG-UPSTREAM-DCATAP-5070DA6007DEB43BB96C
UPSTREAM-DCATAP-511BA8CFBE178D84F757,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Distribution""]",http://purl.org/dc/terms/modified,MUST,,,"[""http://www.w3.org/ns/shacl#Literal""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/modified> 값을 <http://www.w3.org/ns/shacl#Literal> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Distribution.modificationdate""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DistributionShape/6b7242b6b89977700c05e4875131fbb975c4235e,UPSTREAM-POS-UPSTREAM-DCATAP-511BA8CFBE178D84F757,UPSTREAM-NEG-UPSTREAM-DCATAP-511BA8CFBE178D84F757
UPSTREAM-DCATAP-51A15A24E4D963D7B6F9,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://spdx.org/rdf/terms#Checksum""]",http://spdx.org/rdf/terms#checksumValue,MUST,1,,[],[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:minCount 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://spdx.org/rdf/terms#checksumValue> 값을 1개 이상 제공한다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Checksum.checksumvalue""]",DCAT-AP 3.0.1의 sh:minCount 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#spdx:ChecksumShape/c0f60a484249a358c0632ef47551529f01cd5833,UPSTREAM-POS-UPSTREAM-DCATAP-51A15A24E4D963D7B6F9,UPSTREAM-NEG-UPSTREAM-DCATAP-51A15A24E4D963D7B6F9
UPSTREAM-DCATAP-51E8F00C0941E33EB81B,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://purl.org/dc/terms/PeriodOfTime""]",http://www.w3.org/2006/time#hasBeginning,MUST,,1,[],[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:maxCount 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://www.w3.org/2006/time#hasBeginning> 값을 1개 이하로 줄인다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#PeriodofTime.beginning""]",DCAT-AP 3.0.1의 sh:maxCount 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dct:PeriodOfTimeShape/238fde7d71612ea8f00826d9c60106d3ef9c4063,UPSTREAM-POS-UPSTREAM-DCATAP-51E8F00C0941E33EB81B,UPSTREAM-NEG-UPSTREAM-DCATAP-51E8F00C0941E33EB81B
UPSTREAM-DCATAP-5205DC4EEA0D68A93FFA,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Dataset""]",http://xmlns.com/foaf/0.1/page,MUST,,,"[""http://www.w3.org/ns/shacl#BlankNodeOrIRI""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://xmlns.com/foaf/0.1/page> 값을 <http://www.w3.org/ns/shacl#BlankNodeOrIRI> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Dataset.documentation""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DatasetShape/998ce689a5bcc3e2764ff84a05255e34d91e8102,UPSTREAM-POS-UPSTREAM-DCATAP-5205DC4EEA0D68A93FFA,UPSTREAM-NEG-UPSTREAM-DCATAP-5205DC4EEA0D68A93FFA
UPSTREAM-DCATAP-5289B8171B7D7E06823C,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Dataset""]",http://purl.org/dc/terms/language,MUST,,,"[""http://purl.org/dc/terms/LinguisticSystem""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:class 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/language>의 모든 값에 rdf:type <http://purl.org/dc/terms/LinguisticSystem>를 명시한다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Dataset.language""]",DCAT-AP 3.0.1의 sh:class 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DatasetShape/29ba27566ab1f32c8bb73f3492436d4bd868d3d2,UPSTREAM-POS-UPSTREAM-DCATAP-5289B8171B7D7E06823C,UPSTREAM-NEG-UPSTREAM-DCATAP-5289B8171B7D7E06823C
UPSTREAM-DCATAP-52CE4716A506A913EC86,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#CatalogRecord""]",http://purl.org/dc/terms/modified,MUST,,,"[""http://www.w3.org/ns/shacl#Literal""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/modified> 값을 <http://www.w3.org/ns/shacl#Literal> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#CatalogueRecord.modificationdate""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:CatalogRecordShape/6b7242b6b89977700c05e4875131fbb975c4235e,UPSTREAM-POS-UPSTREAM-DCATAP-52CE4716A506A913EC86,UPSTREAM-NEG-UPSTREAM-DCATAP-52CE4716A506A913EC86
UPSTREAM-DCATAP-53101EBB2790EA9E3AB2,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#DataService""]",http://purl.org/dc/terms/title,MUST,,,"[""http://www.w3.org/ns/shacl#Literal""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/title> 값을 <http://www.w3.org/ns/shacl#Literal> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#DataService.title""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DataServiceShape/d5d74574f70f9a979535f3624608f88180dd0c97,UPSTREAM-POS-UPSTREAM-DCATAP-53101EBB2790EA9E3AB2,UPSTREAM-NEG-UPSTREAM-DCATAP-53101EBB2790EA9E3AB2
UPSTREAM-DCATAP-538379C70F1C631E2383,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Dataset""]",http://purl.org/dc/terms/publisher,MUST,,1,[],[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:maxCount 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/publisher> 값을 1개 이하로 줄인다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Dataset.publisher""]",DCAT-AP 3.0.1의 sh:maxCount 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DatasetShape/67dcdb36167ca7969c0532898e11a98e9c2a80f5,UPSTREAM-POS-UPSTREAM-DCATAP-538379C70F1C631E2383,UPSTREAM-NEG-UPSTREAM-DCATAP-538379C70F1C631E2383
UPSTREAM-DCATAP-55BCD280B1A89A01D0EF,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#CatalogRecord""]",http://purl.org/dc/terms/conformsTo,MUST,,,"[""http://www.w3.org/ns/shacl#BlankNodeOrIRI""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/conformsTo> 값을 <http://www.w3.org/ns/shacl#BlankNodeOrIRI> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#CatalogueRecord.applicationprofile""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:CatalogRecordShape/97b367051882750fe2df0bc6fff5dd50ff0c94bd,UPSTREAM-POS-UPSTREAM-DCATAP-55BCD280B1A89A01D0EF,UPSTREAM-NEG-UPSTREAM-DCATAP-55BCD280B1A89A01D0EF
UPSTREAM-DCATAP-57B78F58BCD96536C0B4,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#CatalogRecord""]",http://purl.org/dc/terms/modified,MUST,,1,[],[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:maxCount 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/modified> 값을 1개 이하로 줄인다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#CatalogueRecord.modificationdate""]",DCAT-AP 3.0.1의 sh:maxCount 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:CatalogRecordShape/9e9d878c1c354206edc1d411f33c82d4d01e5a8f,UPSTREAM-POS-UPSTREAM-DCATAP-57B78F58BCD96536C0B4,UPSTREAM-NEG-UPSTREAM-DCATAP-57B78F58BCD96536C0B4
UPSTREAM-DCATAP-586AD17D7ED3A442F330,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Catalog""]",http://www.w3.org/ns/dcat#dataset,MUST,,,"[""http://www.w3.org/ns/dcat#Dataset""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:class 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://www.w3.org/ns/dcat#dataset>의 모든 값에 rdf:type <http://www.w3.org/ns/dcat#Dataset>를 명시한다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Catalogue.dataset""]",DCAT-AP 3.0.1의 sh:class 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:CatalogShape/7b94c69361e00163d16d78016cd994668c7fccda,UPSTREAM-POS-UPSTREAM-DCATAP-586AD17D7ED3A442F330,UPSTREAM-NEG-UPSTREAM-DCATAP-586AD17D7ED3A442F330
UPSTREAM-DCATAP-594851E174F1A5E75526,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://spdx.org/rdf/terms#Checksum""]",http://spdx.org/rdf/terms#algorithm,MUST,,,"[""http://spdx.org/rdf/terms#ChecksumAlgorithm""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:class 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://spdx.org/rdf/terms#algorithm>의 모든 값에 rdf:type <http://spdx.org/rdf/terms#ChecksumAlgorithm>를 명시한다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Checksum.algorithm""]",DCAT-AP 3.0.1의 sh:class 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#spdx:ChecksumShape/d9bbeace53175a03bb5a338cafcf57eb351166d2,UPSTREAM-POS-UPSTREAM-DCATAP-594851E174F1A5E75526,UPSTREAM-NEG-UPSTREAM-DCATAP-594851E174F1A5E75526
