requirementId,conformanceClass,resourceClass,property,obligation,minCount,maxCount,range,controlledVocabulary,severity,messages,remediation,sourceStandard,sourceClause,localRationale,shapeId,positiveFixtureId,negativeFixtureId
UPSTREAM-DCATAP-00018A0A468F5441A57F,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Dataset""]",http://xmlns.com/foaf/0.1/page,MUST,,,"[""http://xmlns.com/foaf/0.1/Document""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:class 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://xmlns.com/foaf/0.1/page>의 모든 값에 rdf:type <http://xmlns.com/foaf/0.1/Document>를 명시한다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Dataset.documentation""]",DCAT-AP 3.0.1의 sh:class 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DatasetShape/68388ec47b77212d80036e8a02e9956f5ba0e0f5,UPSTREAM-POS-UPSTREAM-DCATAP-00018A0A468F5441A57F,UPSTREAM-NEG-UPSTREAM-DCATAP-00018A0A468F5441A57F
UPSTREAM-DCATAP-001A204FD7342E786459,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#CatalogRecord""]",http://xmlns.com/foaf/0.1/primaryTopic,MUST,,1,[],[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:maxCount 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://xmlns.com/foaf/0.1/primaryTopic> 값을 1개 이하로 줄인다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#CatalogueRecord.primarytopic""]",DCAT-AP 3.0.1의 sh:maxCount 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:CatalogRecordShape/edc684c84677aa4924b66988491caddda1a1e68b,UPSTREAM-POS-UPSTREAM-DCATAP-001A204FD7342E786459,UPSTREAM-NEG-UPSTREAM-DCATAP-001A204FD7342E786459
UPSTREAM-DCATAP-02785062F1D3AC5C8B6B,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Distribution""]",http://data.europa.eu/r5r/applicableLegislation,MUST,,,"[""http://data.europa.eu/eli/ontology#LegalResource""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:class 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://data.europa.eu/r5r/applicableLegislation>의 모든 값에 rdf:type <http://data.europa.eu/eli/ontology#LegalResource>를 명시한다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Distribution.applicablelegislation""]",DCAT-AP 3.0.1의 sh:class 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DistributionShape/73465b7fbd7f991a08ddd1b766c2e46fa9dfc14e,UPSTREAM-POS-UPSTREAM-DCATAP-02785062F1D3AC5C8B6B,UPSTREAM-NEG-UPSTREAM-DCATAP-02785062F1D3AC5C8B6B
UPSTREAM-DCATAP-0298ED84144EDF81108C,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Catalog""]",http://www.w3.org/ns/dcat#record,MUST,,,"[""http://www.w3.org/ns/shacl#BlankNodeOrIRI""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://www.w3.org/ns/dcat#record> 값을 <http://www.w3.org/ns/shacl#BlankNodeOrIRI> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Catalogue.record""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:CatalogShape/34db0dabef6e2aa992eab790fc3e8d1e3f83bc12,UPSTREAM-POS-UPSTREAM-DCATAP-0298ED84144EDF81108C,UPSTREAM-NEG-UPSTREAM-DCATAP-0298ED84144EDF81108C
UPSTREAM-DCATAP-02CBC3CD1C51833A09E3,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#CatalogRecord""]",http://purl.org/dc/terms/source,MUST,,1,[],[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:maxCount 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/source> 값을 1개 이하로 줄인다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#CatalogueRecord.sourcemetadata""]",DCAT-AP 3.0.1의 sh:maxCount 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:CatalogRecordShape/48302728c90d6c344ff17c41a12e9f1379d2a049,UPSTREAM-POS-UPSTREAM-DCATAP-02CBC3CD1C51833A09E3,UPSTREAM-NEG-UPSTREAM-DCATAP-02CBC3CD1C51833A09E3
UPSTREAM-DCATAP-02EAAB4F59306C798205,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Distribution""]",http://www.w3.org/ns/dcat#compressFormat,MUST,,,"[""http://purl.org/dc/terms/MediaType""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:class 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://www.w3.org/ns/dcat#compressFormat>의 모든 값에 rdf:type <http://purl.org/dc/terms/MediaType>를 명시한다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Distribution.compressionformat""]",DCAT-AP 3.0.1의 sh:class 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DistributionShape/e093e156f972fa1af3526cd6d68f11bbdc8fa7c5,UPSTREAM-POS-UPSTREAM-DCATAP-02EAAB4F59306C798205,UPSTREAM-NEG-UPSTREAM-DCATAP-02EAAB4F59306C798205
UPSTREAM-DCATAP-0426DDE79B4B9C54B19B,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#DatasetSeries""]",http://purl.org/dc/terms/description,MUST,1,,[],[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:minCount 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/description> 값을 1개 이상 제공한다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#DatasetSeries.description""]",DCAT-AP 3.0.1의 sh:minCount 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DatasetSeriesShape/8f61614144aa7bca188b24f5976593dc08aad0e6,UPSTREAM-POS-UPSTREAM-DCATAP-0426DDE79B4B9C54B19B,UPSTREAM-NEG-UPSTREAM-DCATAP-0426DDE79B4B9C54B19B
UPSTREAM-DCATAP-046E822803FA00C49FDE,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Distribution""]",http://www.w3.org/ns/dcat#byteSize,MUST,,,"[""http://www.w3.org/ns/shacl#Literal""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://www.w3.org/ns/dcat#byteSize> 값을 <http://www.w3.org/ns/shacl#Literal> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Distribution.bytesize""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DistributionShape/59cbd395c4b9167c030b3fd61001eeeee5034346,UPSTREAM-POS-UPSTREAM-DCATAP-046E822803FA00C49FDE,UPSTREAM-NEG-UPSTREAM-DCATAP-046E822803FA00C49FDE
UPSTREAM-DCATAP-04AD426DBF750E2BBDF2,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#DataService""]",http://data.europa.eu/r5r/applicableLegislation,MUST,,,"[""http://data.europa.eu/eli/ontology#LegalResource""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:class 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://data.europa.eu/r5r/applicableLegislation>의 모든 값에 rdf:type <http://data.europa.eu/eli/ontology#LegalResource>를 명시한다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#DataService.applicablelegislation""]",DCAT-AP 3.0.1의 sh:class 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DataServiceShape/73465b7fbd7f991a08ddd1b766c2e46fa9dfc14e,UPSTREAM-POS-UPSTREAM-DCATAP-04AD426DBF750E2BBDF2,UPSTREAM-NEG-UPSTREAM-DCATAP-04AD426DBF750E2BBDF2
UPSTREAM-DCATAP-04FFD0CD024D7A267744,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://xmlns.com/foaf/0.1/Agent""]",http://xmlns.com/foaf/0.1/name,MUST,1,,[],[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:minCount 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://xmlns.com/foaf/0.1/name> 값을 1개 이상 제공한다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Agent.name""]",DCAT-AP 3.0.1의 sh:minCount 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#foaf:AgentShape/96cdcbb0489a41ab01fc39c521f5ed607a0b2c41,UPSTREAM-POS-UPSTREAM-DCATAP-04FFD0CD024D7A267744,UPSTREAM-NEG-UPSTREAM-DCATAP-04FFD0CD024D7A267744
UPSTREAM-DCATAP-055EAD31BCE30827C8D6,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Catalog""]",http://purl.org/dc/terms/issued,MUST,,,"[""http://www.w3.org/ns/shacl#Literal""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/issued> 값을 <http://www.w3.org/ns/shacl#Literal> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Catalogue.releasedate""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:CatalogShape/4be37093e4c3ba0d5b5a18ef6b97778d6d689392,UPSTREAM-POS-UPSTREAM-DCATAP-055EAD31BCE30827C8D6,UPSTREAM-NEG-UPSTREAM-DCATAP-055EAD31BCE30827C8D6
UPSTREAM-DCATAP-069FBC3E8C1FC45325E2,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#DatasetSeries""]",http://purl.org/dc/terms/spatial,MUST,,,"[""http://purl.org/dc/terms/Location""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:class 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/spatial>의 모든 값에 rdf:type <http://purl.org/dc/terms/Location>를 명시한다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#DatasetSeries.geographicalcoverage""]",DCAT-AP 3.0.1의 sh:class 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DatasetSeriesShape/00a99d55cbc03165373a8348d5a88402ea4f239a,UPSTREAM-POS-UPSTREAM-DCATAP-069FBC3E8C1FC45325E2,UPSTREAM-NEG-UPSTREAM-DCATAP-069FBC3E8C1FC45325E2
UPSTREAM-DCATAP-076371120B2CCFEE0EBD,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Relationship""]",http://purl.org/dc/terms/relation,MUST,,,"[""http://www.w3.org/ns/shacl#BlankNodeOrIRI""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/relation> 값을 <http://www.w3.org/ns/shacl#BlankNodeOrIRI> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Relationship.relation""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:RelationshipShape/5871eb562969e2a4f395c8424314cc119686e019,UPSTREAM-POS-UPSTREAM-DCATAP-076371120B2CCFEE0EBD,UPSTREAM-NEG-UPSTREAM-DCATAP-076371120B2CCFEE0EBD
UPSTREAM-DCATAP-07820295520B7B4CCC68,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://purl.org/dc/terms/Location""]",http://www.w3.org/ns/dcat#centroid,MUST,,,"[""http://www.w3.org/ns/shacl#Literal""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://www.w3.org/ns/dcat#centroid> 값을 <http://www.w3.org/ns/shacl#Literal> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Location.centroid""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dct:LocationShape/ac645171f7bc10bfce0730166a193316727dcdf3,UPSTREAM-POS-UPSTREAM-DCATAP-07820295520B7B4CCC68,UPSTREAM-NEG-UPSTREAM-DCATAP-07820295520B7B4CCC68
UPSTREAM-DCATAP-09F8C0D215A6B07EEE47,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Catalog""]",http://xmlns.com/foaf/0.1/homepage,MUST,,,"[""http://www.w3.org/ns/shacl#BlankNodeOrIRI""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://xmlns.com/foaf/0.1/homepage> 값을 <http://www.w3.org/ns/shacl#BlankNodeOrIRI> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Catalogue.homepage""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:CatalogShape/8d36a62f83db7f94097e27edb51306e17e0d40f3,UPSTREAM-POS-UPSTREAM-DCATAP-09F8C0D215A6B07EEE47,UPSTREAM-NEG-UPSTREAM-DCATAP-09F8C0D215A6B07EEE47
UPSTREAM-DCATAP-0A600E12CBE0C6FE2DD0,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Catalog""]",http://www.w3.org/ns/dcat#catalog,MUST,,,"[""http://www.w3.org/ns/dcat#Catalog""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:class 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://www.w3.org/ns/dcat#catalog>의 모든 값에 rdf:type <http://www.w3.org/ns/dcat#Catalog>를 명시한다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Catalogue.catalogue""]",DCAT-AP 3.0.1의 sh:class 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:CatalogShape/49cd6ad5fefbffaf348db14bfe47600981dd12c8,UPSTREAM-POS-UPSTREAM-DCATAP-0A600E12CBE0C6FE2DD0,UPSTREAM-NEG-UPSTREAM-DCATAP-0A600E12CBE0C6FE2DD0
UPSTREAM-DCATAP-0B503C4FD98F1E4EA801,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Distribution""]",http://purl.org/dc/terms/issued,MUST,,1,[],[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:maxCount 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/issued> 값을 1개 이하로 줄인다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Distribution.releasedate""]",DCAT-AP 3.0.1의 sh:maxCount 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DistributionShape/b362d2bdbbe8ba1c689e5554cca2bcbd295546de,UPSTREAM-POS-UPSTREAM-DCATAP-0B503C4FD98F1E4EA801,UPSTREAM-NEG-UPSTREAM-DCATAP-0B503C4FD98F1E4EA801
UPSTREAM-DCATAP-0BAB01A352B387428B0B,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Catalog""]",http://purl.org/dc/terms/spatial,MUST,,,"[""http://www.w3.org/ns/shacl#BlankNodeOrIRI""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/spatial> 값을 <http://www.w3.org/ns/shacl#BlankNodeOrIRI> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Catalogue.geographicalcoverage""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:CatalogShape/95015004529c652bcb276060d84ed7423c4a9b08,UPSTREAM-POS-UPSTREAM-DCATAP-0BAB01A352B387428B0B,UPSTREAM-NEG-UPSTREAM-DCATAP-0BAB01A352B387428B0B
UPSTREAM-DCATAP-0DE15713B305AA5C5905,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/2004/02/skos/core#ConceptScheme""]",http://purl.org/dc/terms/title,MUST,,,"[""http://www.w3.org/ns/shacl#Literal""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/title> 값을 <http://www.w3.org/ns/shacl#Literal> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#ConceptScheme.title""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#skos:ConceptSchemeShape/d5d74574f70f9a979535f3624608f88180dd0c97,UPSTREAM-POS-UPSTREAM-DCATAP-0DE15713B305AA5C5905,UPSTREAM-NEG-UPSTREAM-DCATAP-0DE15713B305AA5C5905
UPSTREAM-DCATAP-0E2FC13F39ADC41FD04E,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Dataset""]",http://www.w3.org/ns/dcat#keyword,MUST,,,"[""http://www.w3.org/ns/shacl#Literal""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:nodeKind 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://www.w3.org/ns/dcat#keyword> 값을 <http://www.w3.org/ns/shacl#Literal> node kind로 바꾼다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Dataset.keyword""]",DCAT-AP 3.0.1의 sh:nodeKind 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DatasetShape/5bc739112726cd993c279f81380611cafc3a9857,UPSTREAM-POS-UPSTREAM-DCATAP-0E2FC13F39ADC41FD04E,UPSTREAM-NEG-UPSTREAM-DCATAP-0E2FC13F39ADC41FD04E
UPSTREAM-DCATAP-0F6252777E095211BFB2,"[""core"",""dataspace-offering"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Dataset""]",http://purl.org/dc/terms/spatial,MUST,,,"[""http://purl.org/dc/terms/Location""]",[],Violation,"[{""language"":""ko"",""text"":""로컬 격리 증거: 원문 PropertyShape에는 메시지가 없으며 sh:class 제약을 검증한다."",""source"":""local-evidence"",""predicate"":null}]",MOLIT 로컬 적용 가이드(upstream 원문 보충 설명): <http://purl.org/dc/terms/spatial>의 모든 값에 rdf:type <http://purl.org/dc/terms/Location>를 명시한다. 원문 constraint 값은 변경하지 않는다.,DCAT-AP 3.0.1,"[""https://semiceu.github.io/DCAT-AP/releases/3.0.1#Dataset.geographicalcoverage""]",DCAT-AP 3.0.1의 sh:class 제약을 변경 없이 채택한다. named PropertyShape의 원문 direct quad를 그대로 채택했다. 추가한 sh:targetNode는 격리 시험용이며 규범 의미를 바꾸지 않는다.,https://semiceu.github.io/DCAT-AP/releases/3.0.1#dcat:DatasetShape/00a99d55cbc03165373a8348d5a88402ea4f239a,UPSTREAM-POS-UPSTREAM-DCATAP-0F6252777E095211BFB2,UPSTREAM-NEG-UPSTREAM-DCATAP-0F6252777E095211BFB2
